C:\Users\oper\labQT\Lab2025\QTLab2526\SinglePhoton\VNA\CRIO_measures_new\PC2_1_1_P5_3PORT.son DE_EMBEDDED Lk=0.0
FREQUENCY (GHz), DB[Z33]-PC2_1_1_P5_3PORT
17.1,47.463
17.15,47.5116
17.2,47.56
17.25,47.6081
17.3,47.6561
17.35,47.7039
17.4,47.7514
17.45,47.7988
17.5,47.8459
17.55,47.8929
17.6,47.9397
17.65,47.9862
17.7,48.0326
17.75,48.0789
17.8,48.1249
17.85,48.1708
17.9,48.2165
17.95,48.262
18,48.3073
18.05,48.3525
18.1,48.3976
18.15,48.4425
18.2,48.4872
18.25,48.5318
18.3,48.5762
18.35,48.6205
18.4,48.6647
18.45,48.7087
18.5,48.7526
18.55,48.7964
18.6,48.84
18.65,48.8836
18.7,48.927
18.75,48.9703
18.8,49.0135
18.85,49.0566
18.9,49.0996
18.95,49.1425
19,49.1853
19.05,49.2281
19.1,49.2708
19.15,49.3134
19.2,49.3559
19.25,49.3984
19.3,49.4409
19.35,49.4833
19.4,49.5258
19.45,49.5682
19.5,49.6106
19.55,49.653
19.6,49.6955
19.65,49.738
19.7,49.7806
19.75,49.8233
19.8,49.8662
19.85,49.9092
19.9,49.9525
19.95,49.996
20,50.0399
C:\Users\oper\labQT\Lab2025\QTLab2526\SinglePhoton\VNA\CRIO_measures_new\PC2_1_1_P5_3PORT.son DE_EMBEDDED Lk=17.0
FREQUENCY (GHz), DB[Z33]-PC2_1_1_P5_3PORT
2,55.398
2.05,55.1575
2.1,54.9214
2.15,54.6895
2.2,54.4616
2.25,54.2374
2.3,54.0168
2.35,53.7995
2.4,53.5854
2.45,53.3743
2.5,53.166
2.55,52.9604
2.6,52.7574
2.65,52.5567
2.7,52.3584
2.75,52.1621
2.8,51.9679
2.85,51.7756
2.9,51.5852
2.95,51.3964
3,51.2093
3.05,51.0236
3.1,50.8394
3.15,50.6565
3.2,50.4749
3.25,50.2944
3.3,50.1151
3.35,49.9367
3.4,49.7593
3.45,49.5827
3.5,49.407
3.55,49.2319
3.6,49.0576
3.65,48.8838
3.7,48.7106
3.75,48.5378
3.8,48.3654
3.85,48.1934
3.9,48.0217
3.95,47.8502
4,47.6789
4.05,47.5076
4.1,47.3365
4.15,47.1653
4.2,46.994
4.25,46.8227
4.3,46.6511
4.35,46.4793
4.4,46.3073
4.45,46.1348
4.5,45.962
4.55,45.7887
4.6,45.6149
4.65,45.4405
4.7,45.2654
4.75,45.0896
4.8,44.9131
4.85,44.7357
4.9,44.5574
4.95,44.3781
5,44.1978
5.05,44.0164
5.1,43.8338
5.15,43.65
5.2,43.4648
5.25,43.2782
5.3,43.0901
5.35,42.9005
5.4,42.7092
5.45,42.5161
5.5,42.3211
5.55,42.1243
5.6,41.9253
5.65,41.7242
5.7,41.5209
5.75,41.3151
5.8,41.1069
5.85,40.896
5.9,40.6823
5.95,40.4657
6,40.2461
6.05,40.0232
6.1,39.7969
6.15,39.567
6.2,39.3334
6.25,39.0957
6.3,38.8539
6.35,38.6077
6.4,38.3568
6.45,38.1009
6.5,37.8399
6.55,37.5732
6.6,37.3008
6.65,37.0221
6.7,36.7368
6.75,36.4444
6.8,36.1446
6.85,35.8368
6.9,35.5204
6.95,35.1948
7,34.8594
7.05,34.5134
7.1,34.156
7.15,33.7863
7.2,33.4032
7.25,33.0056
7.3,32.5921
7.35,32.1613
7.4,31.7114
7.45,31.2405
7.5,30.7463
7.55,30.2261
7.6,29.6767
7.65,29.0943
7.7,28.4745
7.75,27.8117
7.8,27.099
7.85,26.3279
7.9,25.4874
7.95,24.563
8,23.5354
8.05,22.3775
8.1,21.0504
8.15,19.4941
8.2,17.6109
8.25,15.2229
8.3,11.9552
8.35,6.78157
8.4,-3.8044
8.45,4.02971
8.5,10.4136
8.55,14.1036
8.6,16.6847
8.65,18.6661
8.7,20.2723
8.75,21.6216
8.8,22.7842
8.85,23.8049
8.9,24.714
8.95,25.5334
9,26.2787
9.05,26.9622
9.1,27.593
9.15,28.1785
9.2,28.7247
9.25,29.2365
9.3,29.7177
9.35,30.1719
9.4,30.6017
9.45,31.0095
9.5,31.3976
9.55,31.7676
9.6,32.1212
9.65,32.4596
9.7,32.7841
9.75,33.0958
9.8,33.3955
9.85,33.6843
9.9,33.9628
9.95,34.2316
10,34.4916
10.05,34.7431
10.1,34.9867
10.15,35.2229
10.2,35.4521
10.25,35.6747
10.3,35.8911
10.35,36.1016
10.4,36.3064
10.45,36.506
10.5,36.7004
10.55,36.8901
10.6,37.0752
10.65,37.256
10.7,37.4325
10.75,37.6051
10.8,37.7739
10.85,37.939
10.9,38.1006
10.95,38.2589
11,38.4139
11.05,38.5659
11.1,38.7149
11.15,38.861
11.2,39.0044
11.25,39.1451
11.3,39.2833
11.35,39.419
11.4,39.5523
11.45,39.6834
11.5,39.8122
11.55,39.9389
11.6,40.0635
11.65,40.1861
11.7,40.3068
11.75,40.4256
11.8,40.5426
11.85,40.6578
11.9,40.7713
11.95,40.8832
12,40.9934
12.05,41.1021
12.1,41.2093
12.15,41.315
12.2,41.4192
12.25,41.5221
12.3,41.6236
12.35,41.7238
12.4,41.8227
12.45,41.9204
12.5,42.0168
12.55,42.1121
12.6,42.2062
12.65,42.2992
12.7,42.3911
12.75,42.4819
12.8,42.5716
12.85,42.6604
12.9,42.7482
12.95,42.8349
13,42.9208
13.05,43.0057
13.1,43.0897
13.15,43.1729
13.2,43.2551
13.25,43.3366
13.3,43.4172
13.35,43.497
13.4,43.576
13.45,43.6542
13.5,43.7317
13.55,43.8085
13.6,43.8845
13.65,43.9598
13.7,44.0344
13.75,44.1084
13.8,44.1817
13.85,44.2543
13.9,44.3263
13.95,44.3976
14,44.4684
14.05,44.5386
14.1,44.6081
14.15,44.6771
14.2,44.7455
14.25,44.8134
14.3,44.8807
14.35,44.9475
14.4,45.0138
14.45,45.0795
14.5,45.1448
14.55,45.2095
14.6,45.2738
14.65,45.3376
14.7,45.4009
14.75,45.4638
14.8,45.5262
14.85,45.5881
14.9,45.6497
14.95,45.7108
15,45.7714
15.05,45.8317
15.1,45.8916
15.15,45.951
15.2,46.0101
15.25,46.0688
15.3,46.1271
15.35,46.185
15.4,46.2425
15.45,46.2997
15.5,46.3566
15.55,46.4131
15.6,46.4692
15.65,46.5251
15.7,46.5806
15.75,46.6357
15.8,46.6906
15.85,46.7451
15.9,46.7993
15.95,46.8533
16,46.9069
16.05,46.9602
16.1,47.0132
16.15,47.066
16.2,47.1184
16.25,47.1706
16.3,47.2226
16.35,47.2742
16.4,47.3256
16.45,47.3767
16.5,47.4276
16.55,47.4782
16.6,47.5286
16.65,47.5788
16.7,47.6287
16.75,47.6783
16.8,47.7277
16.85,47.777
16.9,47.8259
16.95,47.8747
17,47.9232
17.05,47.9716
17.1,48.0197
17.15,48.0676
17.2,48.1153
17.25,48.1628
17.3,48.2101
17.35,48.2572
17.4,48.3042
17.45,48.3509
17.5,48.3974
17.55,48.4438
17.6,48.49
17.65,48.536
17.7,48.5818
17.75,48.6275
17.8,48.673
17.85,48.7183
17.9,48.7635
17.95,48.8085
18,48.8534
18.05,48.8981
18.1,48.9426
18.15,48.987
18.2,49.0313
18.25,49.0754
18.3,49.1194
18.35,49.1633
18.4,49.207
18.45,49.2506
18.5,49.2941
18.55,49.3374
18.6,49.3807
18.65,49.4238
18.7,49.4668
18.75,49.5098
18.8,49.5526
18.85,49.5953
18.9,49.638
18.95,49.6806
19,49.7231
19.05,49.7655
19.1,49.8079
19.15,49.8503
19.2,49.8926
19.25,49.9348
19.3,49.9771
19.35,50.0194
19.4,50.0616
19.45,50.1039
19.5,50.1462
19.55,50.1886
19.6,50.231
19.65,50.2735
19.7,50.3161
19.75,50.3588
19.8,50.4017
19.85,50.4448
19.9,50.4881
19.95,50.5318
20,50.5757
C:\Users\oper\labQT\Lab2025\QTLab2526\SinglePhoton\VNA\CRIO_measures_new\PC2_1_1_P5_3PORT.son DE_EMBEDDED Lk=18.0
FREQUENCY (GHz), DB[Z33]-PC2_1_1_P5_3PORT
2,55.375
2.05,55.1333
2.1,54.8959
2.15,54.6627
2.2,54.4334
2.25,54.2079
2.3,53.9858
2.35,53.767
2.4,53.5514
2.45,53.3387
2.5,53.1288
2.55,52.9216
2.6,52.7168
2.65,52.5144
2.7,52.3142
2.75,52.1161
2.8,51.92
2.85,51.7258
2.9,51.5333
2.95,51.3425
3,51.1532
3.05,50.9654
3.1,50.7789
3.15,50.5937
3.2,50.4097
3.25,50.2268
3.3,50.045
3.35,49.8641
3.4,49.684
3.45,49.5048
3.5,49.3262
3.55,49.1484
3.6,48.9711
3.65,48.7943
3.7,48.618
3.75,48.4421
3.8,48.2664
3.85,48.0911
3.9,47.9159
3.95,47.7409
4,47.5659
4.05,47.391
4.1,47.216
4.15,47.0408
4.2,46.8655
4.25,46.69
4.3,46.5142
4.35,46.338
4.4,46.1614
4.45,45.9843
4.5,45.8066
4.55,45.6284
4.6,45.4494
4.65,45.2697
4.7,45.0892
4.75,44.9079
4.8,44.7255
4.85,44.5422
4.9,44.3578
4.95,44.1721
5,43.9853
5.05,43.7971
5.1,43.6075
5.15,43.4164
5.2,43.2237
5.25,43.0294
5.3,42.8333
5.35,42.6353
5.4,42.4353
5.45,42.2333
5.5,42.0291
5.55,41.8226
5.6,41.6137
5.65,41.4022
5.7,41.188
5.75,40.971
5.8,40.751
5.85,40.5279
5.9,40.3015
5.95,40.0716
6,39.838
6.05,39.6005
6.1,39.359
6.15,39.1132
6.2,38.8628
6.25,38.6077
6.3,38.3474
6.35,38.0817
6.4,37.8104
6.45,37.533
6.5,37.2491
6.55,36.9584
6.6,36.6604
6.65,36.3546
6.7,36.0405
6.75,35.7175
6.8,35.3849
6.85,35.0421
6.9,34.6882
6.95,34.3224
7,33.9436
7.05,33.5507
7.1,33.1426
7.15,32.7177
7.2,32.2745
7.25,31.811
7.3,31.3252
7.35,30.8144
7.4,30.2757
7.45,29.7056
7.5,29.0999
7.55,28.4534
7.6,27.7599
7.65,27.0115
7.7,26.1982
7.75,25.3071
7.8,24.3207
7.85,23.2156
7.9,21.9578
7.95,20.497
8,18.7527
8.05,16.5851
8.1,13.7181
8.15,9.47802
8.2,1.48876
8.25,0.177477
8.3,8.83525
8.35,13.2453
8.4,16.162
8.45,18.3363
8.5,20.0673
8.55,21.504
8.6,22.7311
8.65,23.8012
8.7,24.7495
8.75,25.6005
8.8,26.372
8.85,27.0774
8.9,27.7268
8.95,28.3284
9,28.8886
9.05,29.4126
9.1,29.9046
9.15,30.3683
9.2,30.8067
9.25,31.2223
9.3,31.6173
9.35,31.9936
9.4,32.3529
9.45,32.6966
9.5,33.0259
9.55,33.342
9.6,33.6459
9.65,33.9384
9.7,34.2204
9.75,34.4926
9.8,34.7555
9.85,35.0099
9.9,35.2562
9.95,35.4949
10,35.7264
10.05,35.9512
10.1,36.1696
10.15,36.382
10.2,36.5887
10.25,36.79
10.3,36.9861
10.35,37.1774
10.4,37.364
10.45,37.5461
10.5,37.724
10.55,37.8978
10.6,38.0678
10.65,38.2341
10.7,38.3968
10.75,38.5561
10.8,38.7122
10.85,38.8651
10.9,39.015
10.95,39.162
11,39.3063
11.05,39.4478
11.1,39.5868
11.15,39.7233
11.2,39.8573
11.25,39.9891
11.3,40.1186
11.35,40.2459
11.4,40.3712
11.45,40.4944
11.5,40.6157
11.55,40.735
11.6,40.8526
11.65,40.9683
11.7,41.0823
11.75,41.1947
11.8,41.3054
11.85,41.4146
11.9,41.5222
11.95,41.6283
12,41.733
12.05,41.8363
12.1,41.9382
12.15,42.0388
12.2,42.1381
12.25,42.2361
12.3,42.3329
12.35,42.4286
12.4,42.523
12.45,42.6163
12.5,42.7086
12.55,42.7997
12.6,42.8898
12.65,42.9789
12.7,43.0669
12.75,43.154
12.8,43.2402
12.85,43.3254
12.9,43.4097
12.95,43.4931
13,43.5756
13.05,43.6573
13.1,43.7382
13.15,43.8183
13.2,43.8975
13.25,43.976
13.3,44.0538
13.35,44.1308
13.4,44.207
13.45,44.2826
13.5,44.3575
13.55,44.4316
13.6,44.5052
13.65,44.578
13.7,44.6502
13.75,44.7218
13.8,44.7928
13.85,44.8632
13.9,44.933
13.95,45.0022
14,45.0708
14.05,45.1389
14.1,45.2064
14.15,45.2734
14.2,45.3399
14.25,45.4059
14.3,45.4713
14.35,45.5363
14.4,45.6007
14.45,45.6647
14.5,45.7282
14.55,45.7913
14.6,45.8539
14.65,45.9161
14.7,45.9778
14.75,46.0391
14.8,46.1
14.85,46.1604
14.9,46.2205
14.95,46.2801
15,46.3394
15.05,46.3983
15.1,46.4568
15.15,46.5149
15.2,46.5725
15.25,46.63
15.3,46.687
15.35,46.7437
15.4,46.8001
15.45,46.8561
15.5,46.9118
15.55,46.9671
15.6,47.0221
15.65,47.0769
15.7,47.1313
15.75,47.1854
15.8,47.2392
15.85,47.2927
15.9,47.3459
15.95,47.3988
16,47.4515
16.05,47.5039
16.1,47.556
16.15,47.6078
16.2,47.6594
16.25,47.7107
16.3,47.7617
16.35,47.8125
16.4,47.8631
16.45,47.9134
16.5,47.9635
16.55,48.0133
16.6,48.0629
16.65,48.1123
16.7,48.1615
16.75,48.2104
16.8,48.2591
16.85,48.3076
16.9,48.3559
16.95,48.404
17,48.4519
17.05,48.4996
17.1,48.547
17.15,48.5943
17.2,48.6414
17.25,48.6883
17.3,48.735
17.35,48.7816
17.4,48.8279
17.45,48.8741
17.5,48.9201
17.55,48.9659
17.6,49.0116
17.65,49.0571
17.7,49.1024
17.75,49.1476
17.8,49.1926
17.85,49.2375
17.9,49.2822
17.95,49.3267
18,49.3712
18.05,49.4154
18.1,49.4596
18.15,49.5036
18.2,49.5475
18.25,49.5913
18.3,49.6349
18.35,49.6784
18.4,49.7218
18.45,49.7651
18.5,49.8083
18.55,49.8514
18.6,49.8944
18.65,49.9373
18.7,49.9801
18.75,50.0228
18.8,50.0655
18.85,50.108
18.9,50.1505
18.95,50.1929
19,50.2353
19.05,50.2776
19.1,50.3198
19.15,50.3621
19.2,50.4043
19.25,50.4464
19.3,50.4886
19.35,50.5307
19.4,50.5729
19.45,50.6151
19.5,50.6574
19.55,50.6997
19.6,50.742
19.65,50.7845
19.7,50.8272
19.75,50.87
19.8,50.913
19.85,50.9563
19.9,50.9999
19.95,51.0438
20,51.0883
C:\Users\oper\labQT\Lab2025\QTLab2526\SinglePhoton\VNA\CRIO_measures_new\PC2_1_1_P5_3PORT.son DE_EMBEDDED Lk=19.0
FREQUENCY (GHz), DB[Z33]-PC2_1_1_P5_3PORT
2,55.352
2.05,55.109
2.1,54.8703
2.15,54.6358
2.2,54.4052
2.25,54.1782
2.3,53.9547
2.35,53.7344
2.4,53.5172
2.45,53.303
2.5,53.0915
2.55,52.8825
2.6,52.676
2.65,52.4719
2.7,52.2699
2.75,52.0699
2.8,51.8719
2.85,51.6756
2.9,51.4811
2.95,51.2882
3,51.0968
3.05,50.9067
3.1,50.718
3.15,50.5305
3.2,50.3441
3.25,50.1588
3.3,49.9744
3.35,49.7908
3.4,49.6081
3.45,49.4261
3.5,49.2448
3.55,49.064
3.6,48.8838
3.65,48.7039
3.7,48.5245
3.75,48.3453
3.8,48.1663
3.85,47.9876
3.9,47.8089
3.95,47.6302
4,47.4516
4.05,47.2728
4.1,47.0938
4.15,46.9146
4.2,46.7352
4.25,46.5553
4.3,46.3751
4.35,46.1943
4.4,46.013
4.45,45.8311
4.5,45.6484
4.55,45.465
4.6,45.2808
4.65,45.0956
4.7,44.9094
4.75,44.7222
4.8,44.5339
4.85,44.3443
4.9,44.1534
4.95,43.9611
5,43.7674
5.05,43.5721
5.1,43.3751
5.15,43.1763
5.2,42.9757
5.25,42.7732
5.3,42.5685
5.35,42.3617
5.4,42.1526
5.45,41.941
5.5,41.7268
5.55,41.51
5.6,41.2903
5.65,41.0676
5.7,40.8417
5.75,40.6125
5.8,40.3797
5.85,40.1433
5.9,39.9029
5.95,39.6584
6,39.4096
6.05,39.1561
6.1,38.8977
6.15,38.6341
6.2,38.3651
6.25,38.0902
6.3,37.8092
6.35,37.5216
6.4,37.2269
6.45,36.9249
6.5,36.6148
6.55,36.2963
6.6,35.9686
6.65,35.631
6.7,35.283
6.75,34.9235
6.8,34.5518
6.85,34.1667
6.9,33.7671
6.95,33.3517
7,32.9189
7.05,32.4671
7.1,31.9942
7.15,31.498
7.2,30.9758
7.25,30.4244
7.3,29.8401
7.35,29.2182
7.4,28.5532
7.45,27.8383
7.5,27.0649
7.55,26.2219
7.6,25.2948
7.65,24.2641
7.7,23.1027
7.75,21.7712
7.8,20.2095
7.85,18.3186
7.9,15.9188
7.95,12.6287
8,7.39373
8.05,-3.51945
8.1,4.85001
8.15,11.2019
8.2,14.8741
8.25,17.445
8.3,19.4197
8.35,21.021
8.4,22.3665
8.45,23.526
8.5,24.5441
8.55,25.451
8.6,26.2684
8.65,27.0119
8.7,27.6937
8.75,28.323
8.8,28.9071
8.85,29.452
8.9,29.9625
8.95,30.4426
9,30.8956
9.05,31.3243
9.1,31.7311
9.15,32.1182
9.2,32.4873
9.25,32.8399
9.3,33.1774
9.35,33.501
9.4,33.8119
9.45,34.1109
9.5,34.3988
9.55,34.6765
9.6,34.9447
9.65,35.2039
9.7,35.4547
9.75,35.6976
9.8,35.9331
9.85,36.1617
9.9,36.3837
9.95,36.5994
10,36.8093
10.05,37.0136
10.1,37.2125
10.15,37.4065
10.2,37.5956
10.25,37.7802
10.3,37.9604
10.35,38.1364
10.4,38.3085
10.45,38.4768
10.5,38.6414
10.55,38.8026
10.6,38.9604
10.65,39.115
10.7,39.2666
10.75,39.4151
10.8,39.5609
10.85,39.7038
10.9,39.8442
10.95,39.982
11,40.1173
11.05,40.2503
11.1,40.381
11.15,40.5095
11.2,40.6359
11.25,40.7602
11.3,40.8825
11.35,41.0028
11.4,41.1213
11.45,41.238
11.5,41.353
11.55,41.4662
11.6,41.5778
11.65,41.6878
11.7,41.7962
11.75,41.9031
11.8,42.0086
11.85,42.1126
11.9,42.2153
11.95,42.3166
12,42.4165
12.05,42.5152
12.1,42.6127
12.15,42.709
12.2,42.8041
12.25,42.898
12.3,42.9908
12.35,43.0825
12.4,43.1732
12.45,43.2628
12.5,43.3514
12.55,43.439
12.6,43.5257
12.65,43.6114
12.7,43.6962
12.75,43.7801
12.8,43.8631
12.85,43.9453
12.9,44.0266
12.95,44.1072
13,44.1869
13.05,44.2658
13.1,44.344
13.15,44.4214
13.2,44.4981
13.25,44.574
13.3,44.6493
13.35,44.7239
13.4,44.7978
13.45,44.871
13.5,44.9436
13.55,45.0156
13.6,45.0869
13.65,45.1577
13.7,45.2278
13.75,45.2974
13.8,45.3664
13.85,45.4348
13.9,45.5027
13.95,45.57
14,45.6368
14.05,45.7031
14.1,45.7689
14.15,45.8341
14.2,45.8989
14.25,45.9632
14.3,46.027
14.35,46.0904
14.4,46.1533
14.45,46.2158
14.5,46.2778
14.55,46.3394
14.6,46.4006
14.65,46.4613
14.7,46.5217
14.75,46.5816
14.8,46.6411
14.85,46.7003
14.9,46.7591
14.95,46.8175
15,46.8755
15.05,46.9331
15.1,46.9904
15.15,47.0474
15.2,47.104
15.25,47.1603
15.3,47.2162
15.35,47.2719
15.4,47.3272
15.45,47.3821
15.5,47.4368
15.55,47.4912
15.6,47.5452
15.65,47.599
15.7,47.6525
15.75,47.7057
15.8,47.7586
15.85,47.8112
15.9,47.8636
15.95,47.9156
16,47.9675
16.05,48.019
16.1,48.0703
16.15,48.1214
16.2,48.1722
16.25,48.2228
16.3,48.2731
16.35,48.3232
16.4,48.373
16.45,48.4226
16.5,48.472
16.55,48.5212
16.6,48.5702
16.65,48.6189
16.7,48.6675
16.75,48.7158
16.8,48.7639
16.85,48.8119
16.9,48.8596
16.95,48.9071
17,48.9545
17.05,49.0016
17.1,49.0486
17.15,49.0954
17.2,49.142
17.25,49.1884
17.3,49.2346
17.35,49.2807
17.4,49.3266
17.45,49.3723
17.5,49.4179
17.55,49.4633
17.6,49.5086
17.65,49.5537
17.7,49.5987
17.75,49.6435
17.8,49.6881
17.85,49.7326
17.9,49.777
17.95,49.8212
18,49.8653
18.05,49.9093
18.1,49.9531
18.15,49.9969
18.2,50.0405
18.25,50.0839
18.3,50.1273
18.35,50.1706
18.4,50.2137
18.45,50.2568
18.5,50.2998
18.55,50.3426
18.6,50.3854
18.65,50.4281
18.7,50.4707
18.75,50.5133
18.8,50.5558
18.85,50.5982
18.9,50.6405
18.95,50.6828
19,50.725
19.05,50.7672
19.1,50.8094
19.15,50.8516
19.2,50.8937
19.25,50.9358
19.3,50.9779
19.35,51.0201
19.4,51.0622
19.45,51.1045
19.5,51.1468
19.55,51.1891
19.6,51.2316
19.65,51.2742
19.7,51.317
19.75,51.36
19.8,51.4033
19.85,51.4468
19.9,51.4907
19.95,51.5351
20,51.58
C:\Users\oper\labQT\Lab2025\QTLab2526\SinglePhoton\VNA\CRIO_measures_new\PC2_1_1_P5_3PORT.son DE_EMBEDDED Lk=20.0
FREQUENCY (GHz), DB[Z33]-PC2_1_1_P5_3PORT
2,55.3289
2.05,55.0846
2.1,54.8447
2.15,54.6089
2.2,54.3769
2.25,54.1485
2.3,53.9236
2.35,53.7018
2.4,53.4831
2.45,53.2672
2.5,53.0541
2.55,52.8434
2.6,52.6352
2.65,52.4292
2.7,52.2253
2.75,52.0235
2.8,51.8235
2.85,51.6252
2.9,51.4286
2.95,51.2336
3,51.0399
3.05,50.8477
3.1,50.6566
3.15,50.4667
3.2,50.2779
3.25,50.09
3.3,49.903
3.35,49.7169
3.4,49.5314
3.45,49.3466
3.5,49.1624
3.55,48.9787
3.6,48.7954
3.65,48.6124
3.7,48.4297
3.75,48.2472
3.8,48.0649
3.85,47.8826
3.9,47.7003
3.95,47.5179
4,47.3354
4.05,47.1527
4.1,46.9697
4.15,46.7864
4.2,46.6026
4.25,46.4183
4.3,46.2335
4.35,46.048
4.4,45.8619
4.45,45.6749
4.5,45.4871
4.55,45.2983
4.6,45.1086
4.65,44.9177
4.7,44.7257
4.75,44.5324
4.8,44.3377
4.85,44.1416
4.9,43.944
4.95,43.7447
5,43.5437
5.05,43.3409
5.1,43.1361
5.15,42.9293
5.2,42.7203
5.25,42.509
5.3,42.2953
5.35,42.0791
5.4,41.8601
5.45,41.6383
5.5,41.4135
5.55,41.1855
5.6,40.9542
5.65,40.7194
5.7,40.4809
5.75,40.2384
5.8,39.9917
5.85,39.7407
5.9,39.4851
5.95,39.2245
6,38.9587
6.05,38.6874
6.1,38.4102
6.15,38.1268
6.2,37.8368
6.25,37.5397
6.3,37.2351
6.35,36.9224
6.4,36.6011
6.45,36.2706
6.5,35.9302
6.55,35.579
6.6,35.2164
6.65,34.8412
6.7,34.4525
6.75,34.0491
6.8,33.6296
6.85,33.1924
6.9,32.7359
6.95,32.2579
7,31.7561
7.05,31.2278
7.1,30.6695
7.15,30.0776
7.2,29.4471
7.25,28.7723
7.3,28.0461
7.35,27.2595
7.4,26.4007
7.45,25.4546
7.5,24.4003
7.55,23.2088
7.6,21.8376
7.65,20.2208
7.7,18.2482
7.75,15.7146
7.8,12.1664
7.85,6.24958
7.9,-4.29751
7.95,6.79985
8,12.3848
8.05,15.778
8.1,18.2074
8.15,20.0967
8.2,21.641
8.25,22.9457
8.3,24.0745
8.35,25.0686
8.4,25.9563
8.45,26.7579
8.5,27.4882
8.55,28.1588
8.6,28.7784
8.65,29.3541
8.7,29.8916
8.75,30.3955
8.8,30.8697
8.85,31.3174
8.9,31.7414
8.95,32.1439
9,32.527
9.05,32.8924
9.1,33.2417
9.15,33.5761
9.2,33.8969
9.25,34.205
9.3,34.5015
9.35,34.7871
9.4,35.0626
9.45,35.3287
9.5,35.586
9.55,35.8349
9.6,36.0761
9.65,36.31
9.7,36.537
9.75,36.7575
9.8,36.9718
9.85,37.1803
9.9,37.3833
9.95,37.5811
10,37.7738
10.05,37.9618
10.1,38.1453
10.15,38.3245
10.2,38.4995
10.25,38.6707
10.3,38.838
10.35,39.0018
10.4,39.1621
10.45,39.3191
10.5,39.4729
10.55,39.6237
10.6,39.7715
10.65,39.9165
10.7,40.0588
10.75,40.1985
10.8,40.3357
10.85,40.4704
10.9,40.6028
10.95,40.7329
11,40.8608
11.05,40.9867
11.1,41.1104
11.15,41.2322
11.2,41.3521
11.25,41.4701
11.3,41.5864
11.35,41.7009
11.4,41.8137
11.45,41.9248
11.5,42.0344
11.55,42.1424
11.6,42.249
11.65,42.354
11.7,42.4577
11.75,42.56
11.8,42.6609
11.85,42.7606
11.9,42.859
11.95,42.9561
12,43.0521
12.05,43.1469
12.1,43.2405
12.15,43.3331
12.2,43.4245
12.25,43.5149
12.3,43.6043
12.35,43.6927
12.4,43.7801
12.45,43.8665
12.5,43.952
12.55,44.0366
12.6,44.1203
12.65,44.2031
12.7,44.2851
12.75,44.3662
12.8,44.4466
12.85,44.5261
12.9,44.6049
12.95,44.6829
13,44.7601
13.05,44.8367
13.1,44.9125
13.15,44.9876
13.2,45.0621
13.25,45.1358
13.3,45.209
13.35,45.2814
13.4,45.3533
13.45,45.4245
13.5,45.4952
13.55,45.5652
13.6,45.6347
13.65,45.7036
13.7,45.7719
13.75,45.8397
13.8,45.907
13.85,45.9737
13.9,46.0399
13.95,46.1056
14,46.1709
14.05,46.2356
14.1,46.2999
14.15,46.3636
14.2,46.427
14.25,46.4898
14.3,46.5523
14.35,46.6142
14.4,46.6758
14.45,46.737
14.5,46.7977
14.55,46.858
14.6,46.9179
14.65,46.9775
14.7,47.0366
14.75,47.0954
14.8,47.1538
14.85,47.2118
14.9,47.2694
14.95,47.3267
15,47.3837
15.05,47.4404
15.1,47.4967
15.15,47.5526
15.2,47.6083
15.25,47.6636
15.3,47.7186
15.35,47.7733
15.4,47.8277
15.45,47.8818
15.5,47.9356
15.55,47.9891
15.6,48.0423
15.65,48.0952
15.7,48.1479
15.75,48.2003
15.8,48.2524
15.85,48.3043
15.9,48.3559
15.95,48.4073
16,48.4584
16.05,48.5092
16.1,48.5598
16.15,48.6102
16.2,48.6604
16.25,48.7103
16.3,48.76
16.35,48.8094
16.4,48.8587
16.45,48.9077
16.5,48.9565
16.55,49.0051
16.6,49.0535
16.65,49.1017
16.7,49.1497
16.75,49.1975
16.8,49.2451
16.85,49.2925
16.9,49.3397
16.95,49.3868
17,49.4336
17.05,49.4803
17.1,49.5268
17.15,49.5732
17.2,49.6193
17.25,49.6654
17.3,49.7112
17.35,49.7569
17.4,49.8024
17.45,49.8478
17.5,49.893
17.55,49.9381
17.6,49.983
17.65,50.0278
17.7,50.0724
17.75,50.1169
17.8,50.1613
17.85,50.2056
17.9,50.2497
17.95,50.2937
18,50.3375
18.05,50.3813
18.1,50.4249
18.15,50.4684
18.2,50.5118
18.25,50.5551
18.3,50.5983
18.35,50.6414
18.4,50.6844
18.45,50.7274
18.5,50.7702
18.55,50.8129
18.6,50.8556
18.65,50.8982
18.7,50.9407
18.75,50.9831
18.8,51.0255
18.85,51.0678
18.9,51.1101
18.95,51.1524
19,51.1946
19.05,51.2367
19.1,51.2789
19.15,51.321
19.2,51.3631
19.25,51.4053
19.3,51.4474
19.35,51.4896
19.4,51.5319
19.45,51.5742
19.5,51.6166
19.55,51.6591
19.6,51.7018
19.65,51.7446
19.7,51.7876
19.75,51.8309
19.8,51.8745
19.85,51.9184
19.9,51.9628
19.95,52.0076
20,52.0532
